"Catalog / Data Sheet","Part No.","Status","Brand","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","Operating Temp. Range / °C","Cap.Change or Temp.Coef.","AEC- Q200"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2np01h683j160aa.pdf","CGA5L2NP01H683J160AA Equiv. C3216NP01H683J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","3.2mm x 1.6mm [EIA 1206]","1.8","68nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2np02a223j160aa.pdf","CGA5L2NP02A223J160AA Equiv. C3216NP02A223J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application","3.2mm x 1.6mm [EIA 1206]","1.8","22nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2np02a333j160aa.pdf","CGA5L2NP02A333J160AA Equiv. C3216NP02A333J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application","3.2mm x 1.6mm [EIA 1206]","1.9","33nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e105k160aa.pdf","CGA5L2X7R1E105K160AA Equiv. C3216X7R1E105K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","1μF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e105k160ad.pdf","CGA5L2X7R1E105K160AD Equiv. C3216X7R1E105K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","1μF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e105m160aa.pdf","CGA5L2X7R1E105M160AA Equiv. C3216X7R1E105M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","1μF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e105m160ad.pdf","CGA5L2X7R1E105M160AD Equiv. C3216X7R1E105M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","1μF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e155k160aa.pdf","CGA5L2X7R1E155K160AA Equiv. C3216X7R1E155K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","1.5μF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e155k160ad.pdf","CGA5L2X7R1E155K160AD Equiv. C3216X7R1E155K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","1.5μF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e155m160aa.pdf","CGA5L2X7R1E155M160AA Equiv. C3216X7R1E155M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","1.5μF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e225k160aa.pdf","CGA5L2X7R1E225K160AA Equiv. C3216X7R1E225K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","2.2μF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e225k160ad.pdf","CGA5L2X7R1E225K160AD Equiv. C3216X7R1E225K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","2.2μF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e225k160ae.pdf","CGA5L2X7R1E225K160AE Equiv. C3216X7R1E225K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","2.2μF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e225m160aa.pdf","CGA5L2X7R1E225M160AA Equiv. C3216X7R1E225M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","2.2μF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e225m160ad.pdf","CGA5L2X7R1E225M160AD Equiv. C3216X7R1E225M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","2.2μF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1e225m160ae.pdf","CGA5L2X7R1E225M160AE Equiv. C3216X7R1E225M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","2.2μF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h474k160aa.pdf","CGA5L2X7R1H474K160AA Equiv. C3216X7R1H474K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","470nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h474k160ad.pdf","CGA5L2X7R1H474K160AD Equiv. C3216X7R1H474K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","470nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h474m160aa.pdf","CGA5L2X7R1H474M160AA Equiv. C3216X7R1H474M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","470nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h474m160ad.pdf","CGA5L2X7R1H474M160AD Equiv. C3216X7R1H474M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","470nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h684k160aa.pdf","CGA5L2X7R1H684K160AA Equiv. C3216X7R1H684K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","680nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h684k160ad.pdf","CGA5L2X7R1H684K160AD Equiv. C3216X7R1H684K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","680nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h684m160aa.pdf","CGA5L2X7R1H684M160AA Equiv. C3216X7R1H684M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","3.2mm x 1.6mm [EIA 1206]","1.9","680nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r1h684m160ad.pdf","CGA5L2X7R1H684M160AD Equiv. C3216X7R1H684M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","3.2mm x 1.6mm [EIA 1206]","1.9","680nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a104k160aa.pdf","CGA5L2X7R2A104K160AA Equiv. C3216X7R2A104K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","100nF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a104k160ae.pdf","CGA5L2X7R2A104K160AE Equiv. C3216X7R2A104K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","100nF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a104m160aa.pdf","CGA5L2X7R2A104M160AA Equiv. C3216X7R2A104M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","100nF","±20%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a104m160ae.pdf","CGA5L2X7R2A104M160AE Equiv. C3216X7R2A104M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","100nF","±20%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a105k160aa.pdf","CGA5L2X7R2A105K160AA Equiv. C3216X7R2A105K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","1μF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a105k160ae.pdf","CGA5L2X7R2A105K160AE Equiv. C3216X7R2A105K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","1μF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a105m160aa.pdf","CGA5L2X7R2A105M160AA Equiv. C3216X7R2A105M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","1μF","±20%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a105m160ae.pdf","CGA5L2X7R2A105M160AE Equiv. C3216X7R2A105M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","1μF","±20%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a154k160aa.pdf","CGA5L2X7R2A154K160AA Equiv. C3216X7R2A154K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","150nF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a154m160aa.pdf","CGA5L2X7R2A154M160AA Equiv. C3216X7R2A154M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","150nF","±20%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a474k160aa.pdf","CGA5L2X7R2A474K160AA Equiv. C3216X7R2A474K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","470nF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a474k160ae.pdf","CGA5L2X7R2A474K160AE Equiv. C3216X7R2A474K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","470nF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a474m160aa.pdf","CGA5L2X7R2A474M160AA Equiv. C3216X7R2A474M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","470nF","±20%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a474m160ae.pdf","CGA5L2X7R2A474M160AE Equiv. C3216X7R2A474M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 1.6mm [EIA 1206]","1.9","470nF","±20%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a684k160aa.pdf","CGA5L2X7R2A684K160AA Equiv. C3216X7R2A684K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","680nF","±10%","100","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga5l2x7r2a684m160aa.pdf","CGA5L2X7R2A684M160AA Equiv. C3216X7R2A684M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 1.6mm [EIA 1206]","1.8","680nF","±20%","100","X7R","-55 to 125","±15%","YES"
