"Catalog / Data Sheet","Part No.","Status","Brand","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","Operating Temp. Range / °C","Cap.Change or Temp.Coef.","AEC- Q200"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1c224k080aa.pdf","CGA3E2X7R1C224K080AA Equiv. C1608X7R1C224K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","220nF","±10%","16","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1c224k080ad.pdf","CGA3E2X7R1C224K080AD Equiv. C1608X7R1C224K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","220nF","±10%","16","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1c224m080aa.pdf","CGA3E2X7R1C224M080AA Equiv. C1608X7R1C224M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","220nF","±20%","16","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1c224m080ad.pdf","CGA3E2X7R1C224M080AD Equiv. C1608X7R1C224M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","220nF","±20%","16","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1e104k080aa.pdf","CGA3E2X7R1E104K080AA Equiv. C1608X7R1E104K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","100nF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1e104m080aa.pdf","CGA3E2X7R1E104M080AA Equiv. C1608X7R1E104M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","100nF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1e154k080aa.pdf","CGA3E2X7R1E154K080AA Equiv. C1608X7R1E154K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","150nF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1e154k080ad.pdf","CGA3E2X7R1E154K080AD Equiv. C1608X7R1E154K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","150nF","±10%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1e154m080aa.pdf","CGA3E2X7R1E154M080AA Equiv. C1608X7R1E154M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","150nF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1e154m080ad.pdf","CGA3E2X7R1E154M080AD Equiv. C1608X7R1E154M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","150nF","±20%","25","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h102k080aa_200324.pdf","CGA3E2X7R1H102K080AA Equiv. C1608X7R1H102K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","1nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h102k080ad.pdf","CGA3E2X7R1H102K080AD Equiv. C1608X7R1H102K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","1nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h102k080ae.pdf","CGA3E2X7R1H102K080AE Equiv. C1608X7R1H102K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","1nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h102m080aa.pdf","CGA3E2X7R1H102M080AA Equiv. C1608X7R1H102M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","1nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h102m080ad.pdf","CGA3E2X7R1H102M080AD Equiv. C1608X7R1H102M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","1nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h102m080ae.pdf","CGA3E2X7R1H102M080AE Equiv. C1608X7R1H102M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","1nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h103k080aa.pdf","CGA3E2X7R1H103K080AA Equiv. C1608X7R1H103K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h103k080ad.pdf","CGA3E2X7R1H103K080AD Equiv. C1608X7R1H103K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","10nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h103k080ae.pdf","CGA3E2X7R1H103K080AE Equiv. C1608X7R1H103K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","10nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h103m080aa.pdf","CGA3E2X7R1H103M080AA Equiv. C1608X7R1H103M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h103m080ad.pdf","CGA3E2X7R1H103M080AD Equiv. C1608X7R1H103M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","10nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h103m080ae.pdf","CGA3E2X7R1H103M080AE Equiv. C1608X7R1H103M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","10nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h104k080aa.pdf","CGA3E2X7R1H104K080AA Equiv. C1608X7R1H104K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","100nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h104k080ad.pdf","CGA3E2X7R1H104K080AD Equiv. C1608X7R1H104K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","100nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h104k080ae.pdf","CGA3E2X7R1H104K080AE Equiv. C1608X7R1H104K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","100nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h104m080aa.pdf","CGA3E2X7R1H104M080AA Equiv. C1608X7R1H104M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","100nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h104m080ad.pdf","CGA3E2X7R1H104M080AD Equiv. C1608X7R1H104M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","100nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h104m080ae.pdf","CGA3E2X7R1H104M080AE Equiv. C1608X7R1H104M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","100nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h152k080aa.pdf","CGA3E2X7R1H152K080AA Equiv. C1608X7R1H152K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h152m080aa.pdf","CGA3E2X7R1H152M080AA Equiv. C1608X7R1H152M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","1.5nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h153k080aa.pdf","CGA3E2X7R1H153K080AA Equiv. C1608X7R1H153K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","15nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h153m080aa.pdf","CGA3E2X7R1H153M080AA Equiv. C1608X7R1H153M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","15nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h222k080aa_200324.pdf","CGA3E2X7R1H222K080AA Equiv. C1608X7R1H222K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.2nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h222k080ad.pdf","CGA3E2X7R1H222K080AD Equiv. C1608X7R1H222K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","2.2nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h222k080ae.pdf","CGA3E2X7R1H222K080AE Equiv. C1608X7R1H222K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","2.2nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h222m080aa.pdf","CGA3E2X7R1H222M080AA Equiv. C1608X7R1H222M for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.2nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h222m080ad.pdf","CGA3E2X7R1H222M080AD Equiv. C1608X7R1H222M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","2.2nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h222m080ae.pdf","CGA3E2X7R1H222M080AE Equiv. C1608X7R1H222M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","2.2nF","±20%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h223k080aa.pdf","CGA3E2X7R1H223K080AA Equiv. C1608X7R1H223K for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","1.6mm x 0.8mm [EIA 0603]","0.9","22nF","±10%","50","X7R","-55 to 125","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2x7r1h223k080ad.pdf","CGA3E2X7R1H223K080AD Equiv. C1608X7R1H223K for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","22nF","±10%","50","X7R","-55 to 125","±15%","YES"
