"Catalog / Data Sheet","Part No.","Status","Brand","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","Operating Temp. Range / °C","Cap.Change or Temp.Coef.","AEC- Q200"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e3x8r2a333m080ab.pdf","CGA3E3X8R2A333M080AB Equiv. C1608X8R2A333M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","33nF","±20%","100","X8R","-55 to 150","±15%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eac0g2a102j080aa.pdf","CGA3EAC0G2A102J080AA","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","1nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eac0g2a103j080ac.pdf","CGA3EAC0G2A103J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eac0g2a152j080ac.pdf","CGA3EAC0G2A152J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","1.5nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eac0g2a222j080ac.pdf","CGA3EAC0G2A222J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","2.2nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eac0g2a332j080ac.pdf","CGA3EAC0G2A332J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","3.3nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eac0g2a472j080ac.pdf","CGA3EAC0G2A472J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","4.7nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eac0g2a682j080ac.pdf","CGA3EAC0G2A682J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","6.8nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eanp02a102j080aa.pdf","CGA3EANP02A102J080AA","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","1nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eanp02a103j080ac.pdf","CGA3EANP02A103J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eanp02a152j080ac.pdf","CGA3EANP02A152J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","1.5nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eanp02a222j080ac.pdf","CGA3EANP02A222J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","2.2nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eanp02a332j080ac.pdf","CGA3EANP02A332J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","3.3nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eanp02a472j080ac.pdf","CGA3EANP02A472J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","4.7nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_esd_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3eanp02a682j080ac.pdf","CGA3EANP02A682J080AC","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) High Temperature Application ESD Protection","1.6mm x 0.8mm [EIA 0603]","0.9","6.8nF","±5%","100","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf","CGA3EDX7T1A106M080AU","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 75V) Derating","1.6mm x 0.8mm [EIA 0603]","1.1","10μF","±20%","10","X7T","-55 to 125","+22,-33%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h103j060aa.pdf","CGA4C2C0G1H103J060AA Equiv. C2012C0G1H103J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","10nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h103j060ad.pdf","CGA4C2C0G1H103J060AD Equiv. C2012C0G1H103J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","10nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h122j060aa.pdf","CGA4C2C0G1H122J060AA Equiv. C2012C0G1H122J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","1.2nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h152j060aa.pdf","CGA4C2C0G1H152J060AA Equiv. C2012C0G1H152J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","1.5nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h182j060aa.pdf","CGA4C2C0G1H182J060AA Equiv. C2012C0G1H182J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","1.8nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h222j060aa.pdf","CGA4C2C0G1H222J060AA Equiv. C2012C0G1H222J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","2.2nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h272j060aa.pdf","CGA4C2C0G1H272J060AA Equiv. C2012C0G1H272J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","2.7nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h272j060ad.pdf","CGA4C2C0G1H272J060AD Equiv. C2012C0G1H272J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","2.7nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h332j060aa.pdf","CGA4C2C0G1H332J060AA Equiv. C2012C0G1H332J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","3.3nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h332j060ad.pdf","CGA4C2C0G1H332J060AD Equiv. C2012C0G1H332J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","3.3nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h392j060aa.pdf","CGA4C2C0G1H392J060AA Equiv. C2012C0G1H392J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","3.9nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h392j060ad.pdf","CGA4C2C0G1H392J060AD Equiv. C2012C0G1H392J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","3.9nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h472j060aa.pdf","CGA4C2C0G1H472J060AA Equiv. C2012C0G1H472J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","4.7nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h472j060ad.pdf","CGA4C2C0G1H472J060AD Equiv. C2012C0G1H472J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","4.7nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h562j060aa.pdf","CGA4C2C0G1H562J060AA Equiv. C2012C0G1H562J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","5.6nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h562j060ad.pdf","CGA4C2C0G1H562J060AD Equiv. C2012C0G1H562J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","5.6nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h682j060aa.pdf","CGA4C2C0G1H682J060AA Equiv. C2012C0G1H682J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","6.8nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h682j060ad.pdf","CGA4C2C0G1H682J060AD Equiv. C2012C0G1H682J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","6.8nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_general_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h822j060aa.pdf","CGA4C2C0G1H822J060AA Equiv. C2012C0G1H822J for Auto","Production","TDK","Automotive Grade","AEC-Q200 General (Up to 50V)","2.0mm x 1.25mm [EIA 0805]","0.75","8.2nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g1h822j060ad.pdf","CGA4C2C0G1H822J060AD Equiv. C2012C0G1H822J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Conductive Epoxy Application","2.0mm x 1.25mm [EIA 0805]","0.75","8.2nF","±5%","50","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g2a102j060aa.pdf","CGA4C2C0G2A102J060AA Equiv. C2012C0G2A102J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","2.0mm x 1.25mm [EIA 0805]","0.75","1nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g2a122j060aa.pdf","CGA4C2C0G2A122J060AA Equiv. C2012C0G2A122J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","2.0mm x 1.25mm [EIA 0805]","0.75","1.2nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2c0g2a152j060aa.pdf","CGA4C2C0G2A152J060AA Equiv. C2012C0G2A152J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","2.0mm x 1.25mm [EIA 0805]","0.75","1.5nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2np01h103j060aa.pdf","CGA4C2NP01H103J060AA Equiv. C2012NP01H103J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","2.0mm x 1.25mm [EIA 0805]","0.75","10nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2np01h272j060aa.pdf","CGA4C2NP01H272J060AA Equiv. C2012NP01H272J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","2.0mm x 1.25mm [EIA 0805]","0.75","2.7nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2np01h332j060aa.pdf","CGA4C2NP01H332J060AA Equiv. C2012NP01H332J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","2.0mm x 1.25mm [EIA 0805]","0.75","3.3nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2np01h392j060aa.pdf","CGA4C2NP01H392J060AA Equiv. C2012NP01H392J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","2.0mm x 1.25mm [EIA 0805]","0.75","3.9nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga4c2np01h472j060aa.pdf","CGA4C2NP01H472J060AA Equiv. C2012NP01H472J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","2.0mm x 1.25mm [EIA 0805]","0.75","4.7nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
