"Catalog / Data Sheet","Part No.","Status","Brand","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","Operating Temp. Range / °C","Cap.Change or Temp.Coef.","AEC- Q200"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga6m4x7t2w224m200ae.pdf","CGA6M4X7T2W224M200AE Equiv. C3225X7T2W224M for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 2.5mm [EIA 1210]","2.3","220nF","±20%","450","X7T","-55 to 125","+22,-33%","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_highvoltage_en.pdf","CGA6N1C0G3A822G230AC","Production","TDK","Automotive Grade","AEC-Q200 High Voltage (1000V and over)","3.2mm x 2.5mm [EIA 1210]","2.5","8.2nF","±2%","1000","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf","CGA6N1C0G3A822G230AE","Production","TDK","Automotive Grade","AEC-Q200 High Voltage (1000V and over) Soft Termination","3.2mm x 2.5mm [EIA 1210]","2.6","8.2nF","±2%","1000","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_highvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga6n1c0g3a822j230ac.pdf","CGA6N1C0G3A822J230AC Equiv. C3225C0G3A822J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Voltage (1000V and over)","3.2mm x 2.5mm [EIA 1210]","2.5","8.2nF","±5%","1000","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga6n1c0g3a822j230ae.pdf","CGA6N1C0G3A822J230AE Equiv. C3225C0G3A822J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Voltage (1000V and over) Soft Termination","3.2mm x 2.5mm [EIA 1210]","2.6","8.2nF","±5%","1000","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_highvoltage_en.pdf","CGA6N1C0G3B682G230AC","Production","TDK","Automotive Grade","AEC-Q200 High Voltage (1000V and over)","3.2mm x 2.5mm [EIA 1210]","2.5","6.8nF","±2%","1250","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_highvoltage_en.pdf","CGA6N1C0G3B682J230AC","Production","TDK","Automotive Grade","AEC-Q200 High Voltage (1000V and over)","3.2mm x 2.5mm [EIA 1210]","2.5","6.8nF","±5%","1250","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga6n2c0g2a473j230aa.pdf","CGA6N2C0G2A473J230AA Equiv. C3225C0G2A473J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 2.5mm [EIA 1210]","2.5","47nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga6n2c0g2a683j230aa.pdf","CGA6N2C0G2A683J230AA Equiv. CC3225C0G2A683J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","3.2mm x 2.5mm [EIA 1210]","2.5","68nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga6n2c0g2a683j230ae.pdf","CGA6N2C0G2A683J230AE Equiv. C3225C0G2A683J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","3.2mm x 2.5mm [EIA 1210]","2.6","68nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
