"Catalog / Data Sheet","Part No.","Status","Brand","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","Operating Temp. Range / °C","Cap.Change or Temp.Coef.","AEC- Q200"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a220j080aa.pdf","CGA3E2C0G2A220J080AA Equiv. C1608C0G2A220J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","22pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a220j080ad.pdf","CGA3E2C0G2A220J080AD Equiv. C1608C0G2A220J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","22pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a221j080aa.pdf","CGA3E2C0G2A221J080AA Equiv. C1608C0G2A221J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","220pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a221j080ad.pdf","CGA3E2C0G2A221J080AD Equiv. C1608C0G2A221J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","220pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a222j080aa.pdf","CGA3E2C0G2A222J080AA Equiv. C1608C0G2A222J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","2.2nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a222j080ae.pdf","CGA3E2C0G2A222J080AE Equiv. C1608C0G2A222J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","2.2nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a272j080aa.pdf","CGA3E2C0G2A272J080AA Equiv. C1608C0G2A272J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","1","2.7nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a330j080aa.pdf","CGA3E2C0G2A330J080AA Equiv. C1608C0G2A330J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","33pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a330j080ad.pdf","CGA3E2C0G2A330J080AD Equiv. C1608C0G2A330J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","33pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a331j080aa.pdf","CGA3E2C0G2A331J080AA Equiv. C1608C0G2A331J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","330pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a331j080ad.pdf","CGA3E2C0G2A331J080AD Equiv. C1608C0G2A331J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","330pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a331j080ae.pdf","CGA3E2C0G2A331J080AE Equiv. C1608C0G2A331J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","330pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a332j080aa.pdf","CGA3E2C0G2A332J080AA Equiv. C1608C0G2A332J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","1","3.3nF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a470j080aa.pdf","CGA3E2C0G2A470J080AA Equiv. C1608C0G2A470J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","47pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a470j080ad.pdf","CGA3E2C0G2A470J080AD Equiv. C1608C0G2A470J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","47pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a471j080aa.pdf","CGA3E2C0G2A471J080AA Equiv. C1608C0G2A471J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","470pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a471j080ad.pdf","CGA3E2C0G2A471J080AD Equiv. C1608C0G2A471J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","470pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a471j080ae.pdf","CGA3E2C0G2A471J080AE Equiv. C1608C0G2A471J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","470pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a680j080aa.pdf","CGA3E2C0G2A680J080AA Equiv. C1608C0G2A680J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","68pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a680j080ad.pdf","CGA3E2C0G2A680J080AD Equiv. C1608C0G2A680J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","68pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_midvoltage_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a681j080aa.pdf","CGA3E2C0G2A681J080AA Equiv. C1608C0G2A681J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V)","1.6mm x 0.8mm [EIA 0603]","0.9","680pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_epoxy_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a681j080ad.pdf","CGA3E2C0G2A681J080AD Equiv. C1608C0G2A681J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Conductive Epoxy Application","1.6mm x 0.8mm [EIA 0603]","0.95","680pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_soft_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2c0g2a681j080ae.pdf","CGA3E2C0G2A681J080AE Equiv. C1608C0G2A681J for Auto","Production","TDK","Automotive Grade","AEC-Q200 Mid Voltage (100 to 630V) Soft Termination","1.6mm x 0.8mm [EIA 0603]","0.95","680pF","±5%","100","C0G","-55 to 125","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h010c080aa.pdf","CGA3E2NP01H010C080AA Equiv. C1608NP01H010C for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","1pF","±0.25pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h020c080aa.pdf","CGA3E2NP01H020C080AA Equiv. C1608NP01H020C for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","2pF","±0.25pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h030c080aa.pdf","CGA3E2NP01H030C080AA Equiv. C1608NP01H030C for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","3pF","±0.25pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h040c080aa.pdf","CGA3E2NP01H040C080AA Equiv. C1608NP01H040C for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","4pF","±0.25pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h050c080aa.pdf","CGA3E2NP01H050C080AA Equiv. C1608NP01H050C for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","5pF","±0.25pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h060d080aa.pdf","CGA3E2NP01H060D080AA Equiv. C1608NP01H060D for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","6pF","±0.5pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h070d080aa.pdf","CGA3E2NP01H070D080AA Equiv. C1608NP01H070D for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","7pF","±0.5pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h080d080aa.pdf","CGA3E2NP01H080D080AA Equiv. C1608NP01H080D for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","8pF","±0.5pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h090d080aa.pdf","CGA3E2NP01H090D080AA Equiv. C1608NP01H090D for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","9pF","±0.5pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h100d080aa.pdf","CGA3E2NP01H100D080AA Equiv. C1608NP01H100D for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","10pF","±0.5pF","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h101j080aa.pdf","CGA3E2NP01H101J080AA Equiv. C1608NP01H101J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","100pF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h102j080aa.pdf","CGA3E2NP01H102J080AA Equiv. C1608NP01H102J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","1nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h103j080aa.pdf","CGA3E2NP01H103J080AA Equiv. C1608NP01H103J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","10nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h122j080aa.pdf","CGA3E2NP01H122J080AA Equiv. C1608NP01H122J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","1.2nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h150j080aa.pdf","CGA3E2NP01H150J080AA Equiv. C1608NP01H150J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","15pF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h151j080aa.pdf","CGA3E2NP01H151J080AA Equiv. C1608NP01H151J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","150pF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h152j080aa.pdf","CGA3E2NP01H152J080AA Equiv. C1608NP01H152J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","1.5nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h182j080aa.pdf","CGA3E2NP01H182J080AA Equiv. C1608NP01H182J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","1.8nF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_automotive_hightemp_en.pdf https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/charasheet/cga3e2np01h220j080aa.pdf","CGA3E2NP01H220J080AA Equiv. C1608NP01H220J for Auto","Production","TDK","Automotive Grade","AEC-Q200 High Temperature Application","1.6mm x 0.8mm [EIA 0603]","0.9","22pF","±5%","50","NP0","-55 to 150","0±30ppm/°C","YES"
